z,n,a,qBminus2n,B2,E2plus,Sn,q2Bminus,qEC,halflife,S2n,Sp,dqA,q2EC,qBminusn,qBminus,S2p,qECp,qBplus,qA
27,49,76,6897.363880000001,,,3171.0,25322.0,-15070.0,0.016,8262.0,18249.0,1735.5,,10509.0,16530.0,,,-16091.9978,-16915.0
27,50,77,6187.363880000001,,,4321.0,26953.0,,0.013000000000000001,7492.0,18608.0,2604.5,,12209.0,15440.0,,,,-17634.0
27,51,78,10727.36388,,,1482.0,29469.0,,,5803.0,,,,13959.0,19560.0,,,,
28,20,48,,,,,,16448.0,0.0021000000000000003,,-269.0,,36187.0,,,-2390.0,18019.0,15426.0022,
28,21,49,,,,17720.0,,18309.0,0.0075,,489.0,,33280.0,,,-1081.0,19249.0,17287.0022,-8303.0
28,22,50,,,,20061.0,,14130.0,0.0176,37780.0,969.0,1213.5,31017.0,,,29.0,14002.0,13108.0022,-7094.0
28,23,51,,,,16262.0,,15692.0,0.0238,36323.0,1350.0,950.5,28539.0,,,1477.0,15537.0,14670.0022,-6945.0
28,24,52,,,1397.0,18981.0,,11784.123,0.0414,35243.0,2506.6803,860.5980500000001,25772.2397,,-20680.0,2661.3381,10340.3585,10762.1252,-6976.1961
28,25,53,,,,15142.2898,,13028.5485,0.055200000000000006,34123.0,2575.8198,980.50675,21316.6559,-35822.0,-16491.0,4019.5842,11412.2969,12006.550700000002,-7305.0135
28,26,54,-53540.94812,0.1792287626794987,1392.3,17718.8025,-33576.0,8731.7558,0.1141,32861.0923,3907.9069,890.64635,16976.3035,-34210.0,-18038.0,5524.1586,4380.2004,7709.758000000001,-7226.768
28,27,55,-48338.597120000006,,,14128.9675,-31066.0,8694.035,0.2039,31847.7699,4614.8647,1633.5294,12145.4604,-32167.0,-13700.5585,8966.4201,3629.6831,7672.0372,-7571.6918
28,28,56,-48810.28512,0.1270038949643312,2700.6,16643.0057,-28518.0,2132.8689,525398.4,30771.9731,7166.6237,2654.36615,6699.5143,-30343.5642,-15277.9163,12230.9756,-3715.1983,1110.8710999999998,-8000.4694
28,29,57,-40591.19412,,,10247.63,-23534.0,3261.697,128160,26890.6357,7332.4141,2435.76615,4098.0559,-25525.5463,-8774.9466,13180.4813,-2765.7687,2239.6992,-7561.3934
28,30,58,-37741.77412,0.1790827124763553,1454.21,12216.2285,-17930.0,-381.5789,STABLE,22463.8585,8172.1845,1517.5194,1926.3997,-20991.1751,-8561.0204,14199.6502,-7335.8256,-1403.5767,-6399.1718
28,31,59,-29990.455119999995,,,8999.2797,-13941.1546,1073.005,2554682392800,21215.5083,8598.5116,1309.40765,-491.8754,-17560.3001,-4798.3786,15552.7584,-6290.5331,51.007200000000125,-6100.3272
28,32,60,-28948.02812,0.2051514678360569,1332.514,11387.7284,-10298.7732,-2822.8058,STABLE,20387.0081,9532.3764,1167.65275,-3060.0691,-16186.107,-6127.981,16895.9144,-11097.2568,-3844.8036,-6290.9959
28,33,61,-24006.211120000004,,,7820.1037,-7873.1229,-1323.8504,STABLE,19207.8321,9860.5625,1175.00835,-5301.5263,-13948.0848,-2237.9663,18135.0136,-10097.8258,-2345.8482,-6464.9281
28,34,62,-24543.81412,0.1965737980602235,1172.98,10595.7288,-5578.3513,-5322.0404,STABLE,18415.8325,11137.2322,1219.1898500000002,-7868.3831,-12833.6951,-3958.8965,19911.2076,-15114.9081,-6344.0382,-7016.0846
28,35,63,-19671.46412,,,6837.7698,-3299.4624,-3661.3385,3181006080,17433.4986,11377.4632,1240.22465,-9877.2624,-10796.6664,66.9768,21170.3309,-13923.806,-4683.3363,-7272.8498
28,36,64,-20454.12712,0.1577097266438044,1345.777,9657.4604,-1095.016,-7306.5921,STABLE,16495.2302,12536.4519,1388.8694999999998,-12129.4819,-9590.4836,-1674.6156,22798.9194,-18752.3758,-8328.589899999999,-8110.7755
28,37,65,-15688.56412,,,6098.0807,786.2281,-5940.5911,9063,15755.5411,12622.3258,1456.59195,-13907.8947,-7772.6963,2137.8808,24068.1095,-17445.2156,-6962.5889,-8630.2096
28,38,66,-16724.511120000006,0.1561007145339131,1424.8,8951.8149,2892.9354,-9597.7522,196560,15049.8956,14110.059,1784.8909999999996,-15938.4467,-6813.9341,251.9958,25614.6835,-22077.3626,-10619.75,-9553.1526
28,39,67,-12621.647120000003,,,5807.7129,4137.688,-8420.9047,21,14759.5278,14623.1182,2260.48055,-18034.2725,-5555.7171,3576.8654,27102.7286,-20963.8126,-9442.902499999998,-10531.9749
28,40,68,-13348.169119999997,0.1009269757716975,2034.08,7792.4523,6543.332,-11821.2318,29,13600.1652,15431.0101,1906.2991,-19567.0,-4215.587,2103.2205,27973.9179,-25044.3778,-12843.2296,-10919.1863
28,41,69,-8801.739120000002,,,4586.1516,8439.2504,-9593.2084,11.4,12378.6039,15625.0364,1572.9996999999998,-20780.0,-2482.931,5757.565,28848.1824,-23371.0,-10615.2062,-11185.67
28,42,70,-9789.461119999996,0.1791464496721875,1259.55,7306.5305,10350.8797,-12688.9049,6,11892.682,16117.3918,1301.5848999999998,-22324.0,-1548.9654,3762.5123,29895.0,-27304.0,-13710.9027,-11570.9376
28,43,71,-5812.651119999991,,,4263.6853,11922.5506,-11036.3053,2.55,11570.2158,16170.2433,1272.5697,-23476.0,-501.173,7304.8989,30785.0,-25805.0,-12058.3031,-12122.7358
28,44,72,-7392.323119999997,,1096.0,6891.1508,13919.4264,-13926.0,1.57,11154.8361,17145.1091,1126.0642500000004,-24976.0,413.7481,5556.9381,31914.0,-29585.0,-14947.9978,-12754.0
28,45,73,-3539.6611200000007,,,3953.409,15485.2515,-12139.0,0.838,10844.5597,17097.0,1114.0202,-26118.0,1603.5291,8879.2856,32756.0,-28147.0,-13160.9978,-13334.0
28,46,74,-5059.630119999998,0.1400488555102139,1024.0,6664.0,17056.0,-15160.0,0.5077,10617.0,18020.0,1513.5,-28041.0,2216.0,7306.0,34028.0,-32000.0,-16181.9978,-14235.0
28,47,75,-1395.1911199999995,,,3611.0,18319.0,-13680.0,0.3322,10275.0,17989.0,1559.5,-29540.0,3695.0,10230.0,34829.0,-30870.0,-14701.9978,-14736.0
28,48,76,-2326.423119999996,,990.15,6021.0,20113.0,-16530.0,0.2347,9632.0,18919.0,1741.0,-31600.0,4209.0,8791.0,36108.0,-34779.0,-17551.9978,-15365.0
28,49,77,977.582879999998,,,3231.0,21439.0,-15440.0,0.1585,9252.0,18979.0,2255.5,,5560.0,11513.0,37228.0,-34049.0,-16461.9978,-15785.0
28,50,78,-41.0091199999988,,,5601.0,22603.0,-19560.0,0.1222,8832.0,20259.0,3393.0,,5912.0,9910.0,38868.0,,-20581.9978,-16645.0
28,51,79,4560.191880000002,,,1352.0,25272.0,,0.043000000000000003,6953.0,20129.0,2665.0,,8558.0,14248.0,,,,-15885.0
28,52,80,5406.837880000003,,,3151.0,28409.0,,0.024,4503.0,,2030.0,,11097.0,13440.0,,,,-15075.0
28,53,81,10175.402879999998,,,921.0,30110.0,,,4072.0,,,,12518.0,15820.0,,,,
28,54,82,9816.36388,,,2701.0,31594.0,,,3622.0,,,,13119.0,15010.0,,,,
29,23,52,,,,,,20680.0,,,-2481.0,824.5,32464.0,,,-1132.0,18173.0,19658.0022,-6034.0
29,24,53,,,,19331.0,,16491.0,1.3e-7,,-2131.0,545.0,29520.0,,,375.0,13915.0,15469.0022,-5785.0
29,25,54,,,,16172.0,,18038.0,7.500000000000001e-8,35503.0,-1102.0,675.0,26770.0,,-15538.0,1474.0,14130.0,17016.0022,-6075.0
29,26,55,,,,18467.0,,13700.5585,0.0559,34638.0,-353.938,1084.0861,22394.5935,-34005.0,-17366.0,3553.9689,9085.6938,12678.5607,-6718.1722
29,27,56,-49070.36912,,,15065.6479,-34790.0,15277.9163,0.0808,33532.0,582.7424,1662.3348999999998,17410.7851,-32431.0,-13240.0,5197.6071,8111.2926,14255.918500000002,-6710.6698
29,28,57,-49181.650120000006,,,16750.5997,-31899.0,8774.9466,0.19640000000000002,31816.2476,690.3364,2411.9950500000004,12036.6437,-29991.0,-14759.0,7856.9601,1442.5325,7752.948799999999,-7074.5541
29,29,58,-42420.487120000005,,,12430.1547,-28128.0,8561.0204,3.205,29180.7544,2872.8611,1669.30615,8179.4415,-27189.0,-9368.9796,10205.2753,388.8359,7539.022599999999,-6082.6991
29,30,59,-39951.09011999999,,,12761.9215,-22598.0,4798.3786,82,25192.0762,3418.5541,1069.9063999999998,5871.3836,-22130.9011,-9142.776,11590.7386,-3800.133,3776.3808,-4753.374
29,31,60,-32189.02712,,,10058.126,-18755.0,6127.981,1424.3999999999999,22820.0474,4477.4003,908.5899999999996,3305.1753,-19200.9019,-4170.7922,13075.9119,-3404.3953,5105.9832,-4729.6603
29,32,61,-30911.02112,,,11710.1184,-14849.4003,2237.9663,12020.4,21768.2444,4799.7904,982.4904,914.116,-15880.9106,-5635.1565,14332.1668,-7622.5962,1215.9685,-5063.3206
29,33,62,-24755.70912,,,8874.7986,-10800.5214,3958.8965,580.32,20584.9171,5854.4853,1002.0325999999998,-1363.1439,-14509.9552,-1619.4548,15715.0478,-7178.3356,2936.8987,-5365.1666
29,34,63,-25373.59812,,,10863.6431,-9032.7686,-66.9768,STABLE,19738.4417,6122.3996,1025.3712,-3728.3153,-12483.0979,-3366.4392,17259.6317,-11444.44,-1088.9746,-5774.9461
29,35,64,-20398.966119999997,,,7915.868,-6591.5916,1674.6156,45722.52,18779.5111,7200.4978,1056.17225,-5631.9765,-11282.3072,579.5996,18577.961,-10861.8363,652.6178000000001,-6198.8966
29,36,65,-21192.88412,,,9910.5771,-4606.1908,-2137.8808,STABLE,17826.4452,7453.6145,1150.6781,-8078.4719,-9330.9775,-1351.6527,19990.0665,-14760.2066,-3159.8786,-6790.4145
29,37,66,-16396.907120000007,,,7065.9299,-2534.5604,-251.9958,305.4,16976.507,8421.4637,1091.0144,-9849.748,-8417.5826,2640.9396,21043.7895,-14362.0548,-1273.9936,-7258.8057
29,38,67,-17550.165119999994,,,9132.5825,-440.3975,-3576.8654,222516,16198.5124,8602.2313,1324.2137500000003,-11997.7701,-6491.6429,560.8226,22712.2903,-18199.9835,-4598.8632,-7892.9165
29,39,68,-12810.450119999998,,,6318.8075,1519.0115,-2103.2205,30.8,15451.39,9113.3258,1376.6801499999997,-13924.4524,-5757.9849,4440.1115,23736.444,-17534.2306,-3125.2183,-8199.5171
29,40,69,-13998.48112,,,8240.4961,3591.5987,-5757.565,174,14559.3036,9561.3696,1293.94655,-15350.7734,-3800.3846,2681.6854,24992.3797,-21382.6014,-6779.5628,-8975.9315
29,41,70,-9111.863120000004,,,5311.4777,5933.7695,-3762.5123,44.5,13551.9738,10286.6958,747.2970500000001,-16451.4172,-2629.7924,6588.3675,25911.7322,-19879.9041,-4784.5101,-8992.7554
29,42,71,-10435.864119999997,,,7806.0719,7427.9922,-7304.8989,19.4,13117.5496,10786.2372,819.9231500000001,-18341.2042,-1217.7045,4617.6517,26903.6291,-23475.1422,-8326.8967,-9814.2669
29,43,72,-6360.894119999994,,,5143.1899,8805.2775,-5556.9381,6.63,12949.2619,11665.7418,813.3870499999994,-19483.0,-525.5383,8362.4883,27835.9851,-22702.0471,-6578.9359,-10565.3316
29,44,73,-7801.295120000006,,,7275.7566,10711.8987,-8879.2856,4.2,12418.9465,12050.3476,798.5448500000002,-21018.0,1086.7318,6605.9659,29195.4567,-25976.0,-9901.283399999998,-11026.9132
29,45,74,-4003.3541200000072,,,5090.0858,12043.4134,-7306.0,1.606,12365.8424,13187.0245,891.6882500000002,-22466.0,1515.88,9750.5077,30284.0,-25326.0,-8327.9978,-11906.1651
29,46,75,-5019.444120000004,,,6535.3248,13990.4198,-10230.0,1.224,11625.4106,13059.0,1011.0765,-23910.0,3215.1829,8088.6967,31079.0,-28219.0,-11251.9978,-12525.2049
29,47,76,-1367.5431199999985,,,4582.7262,15315.0206,-8791.0,0.637,11118.051,14030.0,1219.5185,-25322.0,3505.9706,11321.3964,32019.0,-27710.0,-9812.9978,-13106.0
29,48,77,-2446.548120000003,,,5952.5186,17129.5245,-11513.0,0.4698,10535.2447,13962.0,1063.9752500000004,-26953.0,5368.8778,9926.375,32880.0,-30492.0,-12534.9978,-13318.0
29,49,78,1370.9138799999964,,,3997.9642,18914.6112,-9910.0,0.33130000000000004,9950.4828,14728.0,1553.9164,-29469.0,5928.4108,12693.768,33708.0,-30169.0,-10931.9978,-13674.0
29,50,79,238.5278800000051,,,5689.8828,20140.3165,-14248.0,0.241,9687.847,14817.0,2498.9972,,7003.8851,11024.2629,35076.0,-34377.0,-15269.9978,-14272.0
29,51,80,4661.605879999999,,,2343.0,22544.0,-13440.0,0.1133,8033.0,15808.0,1802.0,,8682.0,14969.0,35937.0,,-14461.9978,-13444.0
29,52,81,5379.665880000004,,,3302.0,25718.0,-15820.0,0.0732,5645.0,15959.0,1083.0,,11667.0,14289.0,,,-16841.9978,-12425.0
29,53,82,9775.98288,,,1891.0,27201.0,-15010.0,0.033,5193.0,16929.0,1189.5,,12399.0,16584.0,,,-16031.9978,-12834.0
29,54,83,9667.032880000002,,,2732.0,28867.0,,,4623.0,16960.0,,,13852.0,15900.0,,,,
29,55,84,12451.32388,,,1401.0,30374.0,,,4133.0,,,,14499.0,18110.0,,,,
30,24,54,,,,,,15538.0,0.00159,,-149.0,182.0,33576.0,,,-2280.0,16640.0,14516.0022,-4667.0
30,25,55,,,,16639.0,,17366.0,0.0198,,319.0,259.5,31066.0,,,-783.0,17720.0,16344.0022,-5044.0
30,26,56,,,830.0,19191.0,,13240.0,0.032,35830.0,1043.0,345.0,28518.0,,-21550.0,689.0,12657.0,12218.0022,-5255.0
30,27,57,,,,15232.0,,14759.0,0.0456,34423.0,1209.0,839.5,23534.0,-36782.0,-17140.0,1792.0,14069.0,13737.0022,-5344.0
30,28,58,-54601.50712,,1356.0,17820.0,-34719.0,9368.9796,0.08600000000000001,33052.0,2278.8281,1589.73765,17930.0,-34960.0,-18759.0,2969.1645,6496.1185,8346.981800000001,-5445.4753
30,29,59,-47948.31412,,,12988.1251,-30846.0,9142.776,0.1821,30808.0,2836.7985,1087.0872499999998,13941.1546,-31747.0,-13456.0,5709.6597,5724.2218,8120.7782,-4304.633
30,30,60,-46777.10612,,1003.9,15030.1098,-26644.0,4170.7922,144.60000000000002,28018.2349,5104.9868,62.89419999999996,10298.7732,-28486.0,-14584.0,8523.5409,-306.6082,3148.7944,-2691.7371
30,31,61,-38731.54212,,,10245.7541,-22559.0,5635.1565,88.8,25275.8638,5292.6149,67.81394999999998,7873.1229,-24830.0,-9214.2438,9770.0152,835.3661,4613.1587,-2689.8611
30,32,62,-37720.72412,0.2164463602197906,953.84,12890.5004,-19028.0,1619.4548,33094.799999999996,23136.2545,6472.9969,250.1324,5578.3513,-22104.7442,-9181.0666,11272.7873,-4235.0305,597.457,-3364.133
30,33,63,-31221.40312,,,9116.6587,-15292.2081,3366.4392,2302.8,22007.1591,6714.8569,298.1534999999999,3299.4624,-18297.7253,-5666.3294,12569.3422,-2755.9604,2344.4414,-3481.5119
30,34,64,-30159.63212,0.2363764863683963,991.54,11861.9068,-11688.5149,-579.5996,STABLE,20978.5655,7713.1206,277.99675,1095.016,-17528.2362,-7171.1912,13835.5202,-7780.0974,-1601.5974,-3955.6904
30,35,65,-25507.56012000001,,,7979.3248,-9433.8012,1351.6527,21075552,19841.2316,7776.5774,250.6729499999999,-786.2281,-15150.516,-3254.538,14977.0752,-6101.9618,329.6549000000001,-4114.9114
30,36,66,-26209.03812000001,0.221247918480558,1039.2279,11058.5222,-7292.1879,-2640.9396,STABLE,19037.847,8924.5225,244.99069999999983,-2892.9354,-14313.0602,-5175.5,16378.137,-11062.4033,-3662.9374,-4577.7049
30,37,67,-21365.52612000001,,,7052.4655,-5206.6581,-560.8226,STABLE,18110.9877,8911.0581,170.60194999999976,-4137.688,-12227.9655,-1001.2201,17332.5218,-9163.0539,-1582.8204,-4792.4005
30,38,68,-22426.061119999995,0.2024647151957993,1077.37,10198.0963,-3028.3555,-4440.1115,STABLE,17250.5619,9976.572,164.68245000000024,-6543.332,-11199.3165,-2921.1,18578.8032,-13553.4373,-5462.1093,-5333.0365
30,39,69,-17681.38612,,,6482.07,-1317.2321,-2681.6854,3384,16680.1663,10139.8344,206.24184999999989,-8439.2504,-9403.17,909.9134,19253.1603,-12243.055,-3703.6832,-5717.0257
30,40,70,-18621.33012,0.2156963064488009,884.92,9218.1598,997.2882,-6588.3675,STABLE,15700.2298,11117.4982,-149.6241,-10350.8797,-8308.2465,-654.5979,20678.8678,-16875.0632,-7610.3653,-5983.3706
30,41,71,-14143.602119999983,,,5835.3561,2577.8707,-4617.6517,145.2,15053.516,11641.3766,-471.0444000000002,-11922.5506,-6489.954,2810.3405,21928.0724,-15403.8889,-5639.6495,-6011.0138
30,42,72,-15377.98112,0.2312791736432708,652.7,8888.0266,4440.4156,-8362.4883,167400,14723.3827,12723.3312,-192.8656500000002,-13919.4264,-6077.686,442.7892,23509.5685,-20028.2301,-9384.4861,-7106.5881
30,43,73,-11596.92012,,,5519.2341,5704.1218,-6605.9659,24.5,14407.2607,13099.3754,-2.352300000000014,-15485.2515,-5076.4449,4105.9329,24765.1172,-18656.3135,-7627.9637,-8039.6706
30,44,74,-13311.07212,0.2433644978422035,605.9,8234.6277,7665.7307,-9750.5077,96,13753.8618,14058.2465,218.7569999999996,-17056.0,-4128.6948,2292.9057,26108.5941,-22937.5321,-10772.5055,-8967.7678
30,45,75,-9002.209120000003,,,4873.5139,9298.0567,-8088.6967,10.2,13108.1415,13841.6746,92.20855000000029,-18319.0,-2580.6081,5901.7231,27028.699,-21148.0,-9110.6945,-9577.5964
30,46,76,-10396.034119999991,0.2039382249154747,598.669,7815.4258,10909.8743,-11321.3964,5.3,12688.9397,15121.7756,422.3325999999997,-20113.0,-1913.7028,3993.6241,28181.0,-25352.0,-12343.3942,-10501.8715
30,47,77,-6471.200120000005,,,4557.4972,12423.6671,-9926.375,2.09,12372.923,15096.5466,589.2758000000003,-21439.0,-563.873,7203.1495,29127.0,-23888.0,-10948.3728,-11105.9596
30,48,78,-7329.2301199999965,0.1461381118214935,730.2,6765.3572,14378.8162,-12693.768,1.47,11322.8543,15909.3852,425.62554999999975,-22603.0,437.7923,6220.8433,29871.0,-27422.0,-13715.7658,-11208.0
30,49,79,-3582.586120000004,,,4020.3778,16094.8778,-11024.2629,0.746,10785.7349,15931.7987,823.9718499999999,-25272.0,2200.4655,9116.0536,30660.0,-25841.0,-12046.2607,-11617.0
30,50,80,-4087.170119999999,0.141661008729574,1492.0,6287.6355,17886.6951,-14969.0,0.5619,10308.0133,16529.5514,1479.1340499999997,-28409.0,2828.4181,7575.0553,31347.0,-30778.0,-15990.9978,-11883.0
30,51,81,206.0498800000023,,,2622.3681,20092.0259,-14289.0,0.2994,8910.0035,16809.0,962.6633000000002,-30110.0,4952.6873,11428.2924,32618.0,-30249.0,-15310.9978,-11274.0
30,52,82,767.0788800000046,,618.0,4185.6091,23101.1149,-16584.0,0.1777,6807.9772,17693.0,174.0587999999998,-31594.0,7242.6833,10616.7652,33652.0,-33513.0,-17605.9978,-9859.0
30,53,83,5195.32588,,,2047.0,24686.0,-15900.0,0.11900000000000001,6233.0,17849.0,415.0,,8569.0,12967.0,34778.0,-32859.0,-16921.9978,-10555.0
30,54,84,4958.088879999999,,599.0,3611.0,26318.0,-18110.0,0.0536,5659.0,18729.0,450.5,,9356.0,12264.0,35688.0,,-19131.9978,-11015.0
30,55,85,8014.492880000002,,,1341.0,28023.0,,,4953.0,18669.0,535.0,,10923.0,14644.0,,,,-11435.0
30,56,86,7889.499879999999,,,3033.0,29338.0,,,4374.0,,466.5,,11611.0,13699.0,,,,-11767.0
31,25,56,,,,,,21550.0,,,-3141.0,80.0,34790.0,,,-2822.0,20507.0,20528.0022,-4385.0
31,26,57,,,,19641.0,,17140.0,,,-2691.0,240.0,31899.0,,,-1648.0,15931.0,16118.0022,-4695.0
31,27,58,,,,16201.0,,18759.0,,35843.0,-1721.0,710.0,28128.0,,-15960.0,-512.0,16480.0,17737.0022,-4725.0
31,28,59,,,,18292.0,,13456.0,4.3e-8,34493.0,-1250.0,1192.5,22598.0,-34252.0,-17390.0,1029.0,10619.0,12434.0022,-4550.0
31,29,60,-48152.63612,,,13902.0,-33950.0,14584.0,0.0694,32193.0,-336.0,509.5,18755.0,-31292.0,-12060.0,2500.0,9479.0,13562.0022,-3386.0
31,30,61,-46907.29811999999,,,15616.0,-29935.0,9214.2438,0.166,29517.0,249.1633,11.627049999999826,14849.4003,-27676.0,-13345.0,5354.1501,3921.6289,8192.246000000001,-2250.564
31,31,62,-40599.65811999999,,,12923.6776,-27567.0,9181.0666,0.116123,28539.0,2927.0868,140.55449999999996,10800.5214,-26268.0,-9847.0,8219.7017,2708.0697,8159.0688,-2744.0868
31,32,63,-38899.73612,,,12631.3959,-23047.0,5666.3294,32.1,25555.0735,2667.9823,74.25639999999999,9032.7686,-22479.0,-9625.8787,9140.9792,-1048.5275,4644.3316,-2613.5612
31,33,64,-32835.46312,,,10357.045,-19301.0,7171.1912,157.61999999999998,22988.4409,3908.3687,212.93180000000007,6591.5916,-19982.9237,-4517.3237,10623.2256,-541.9295,6149.1934,-2912.4803
31,34,65,-31878.90112,,,11895.9779,-15720.4301,3254.538,908.04,22253.023,3942.4398,109.36450000000012,4606.1908,-16413.3016,-6179.2631,11655.5604,-4522.0394,2232.5402,-3098.3398
31,35,66,-25550.86212,,,9137.5602,-11698.645,5175.5,33494.4,21033.5382,5100.6752,162.97045000000003,2534.5604,-15316.8234,-2116.6879,12877.2526,-3749.0225,4153.5022,-3361.1014
31,36,67,-26543.569120000004,,,11226.7454,-10291.9238,1001.2201,281793.6,20364.3056,5268.8984,142.59349999999995,440.3975,-13343.4333,-4205.438,14193.4209,-7909.838,-20.77769999999998,-3724.2037
31,37,68,-21621.649120000005,,,8278.2165,-8191.527,2921.1,4070.5800000000004,19504.9619,6494.6493,258.9412,-1519.0115,-12483.6544,-107.2555,15405.7074,-7055.472,1899.1022,-4086.5521
31,38,69,-22796.738120000005,,,10313.0833,-6215.6382,-909.9134,STABLE,18591.2998,6609.6363,219.6027999999999,-3591.5987,-10420.3389,-2227.1455,16586.2083,-11049.7478,-1931.9112,-4489.0583
31,39,70,-18073.987119999994,,,7653.6486,-4576.1768,654.5979,1268.4,17966.7319,7781.2149,350.9737,-5933.7695,-9880.794,1651.8861,17921.0493,-10462.9003,-367.3999,-5076.7769
31,40,71,-19181.089119999997,,,9300.2946,-2245.8698,-2810.3405,STABLE,16953.9431,7863.3497,-37.75155000000041,-7427.9922,-7648.4085,-232.4698,18980.8479,-14451.7171,-3832.3383,-5244.489
31,41,72,-14168.884120000006,,,6520.4752,-358.4756,-442.7892,50490,15820.7698,8548.4688,-340.9294500000001,-8805.2775,-6752.9451,3997.6263,20189.8454,-13166.1205,-1464.787,-5446.1568
31,42,73,-15935.322119999986,,,9182.3777,1253.413,-4105.9329,17532,15702.853,8842.82,-126.93409999999994,-10711.8987,-5184.7514,1598.1889,21566.1512,-17205.3083,-5127.9307,-6388.0384
31,43,74,-11606.35212,,,6421.6005,2810.4378,-2292.9057,486,15603.9783,9745.1864,152.95089999999982,-12043.4134,-4823.4116,5372.8249,22844.5618,-16351.1522,-3314.9035,-7498.1613
31,44,75,-13305.743119999988,,,8482.3312,4573.5638,-5901.7231,126,14903.9318,9992.89,287.03150000000005,-13990.4198,-3109.5063,3396.3337,24051.1365,-19743.3976,-6923.7209,-8174.4206
31,45,76,-9016.83312,,,5907.3269,5994.7357,-3993.6241,31,14389.6581,11026.703,297.8442500000001,-15315.0206,-2510.9932,6916.2501,24868.3775,-19115.3997,-5015.6219,-8938.5575
31,46,77,-10278.01512,,,7767.0225,7923.9818,-7203.1495,13.2,13674.3494,10978.2997,231.9730500000005,-17129.5245,-850.7724,5220.5176,26100.0752,-22299.6961,-8225.1473,-9429.8235
31,47,78,-6633.823119999997,,,5783.0509,9112.8843,-6220.8433,5.09,13550.0735,12203.8534,648.2653499999997,-18914.6112,-562.5334,8157.9729,27300.4,-22130.2284,-7242.841100000001,-10122.7886
31,48,79,-7478.121120000007,,,6915.5881,11087.7256,-9116.0536,2.848,12698.639,12354.0843,478.5799500000003,-20140.3165,1242.3848,6978.8242,28263.4695,-25047.8523,-10138.051399999998,-10503.0519
31,49,80,-3504.2531199999976,,,4746.6373,12990.9266,-7575.0553,1.9,11662.2253,13080.3438,806.0767500000002,-22544.0,2232.187,10311.6397,29012.1426,-24104.6067,-8597.0531,-10666.963
31,50,81,-4243.418120000006,,,6475.6051,14905.3524,-11428.2924,1.217,11222.2424,13268.3135,1601.9715999999994,-25718.0,3836.0346,8663.7335,29797.8649,-28237.0,-12450.2902,-11190.0495
31,51,82,461.95288000000073,,,3374.0819,17174.702,-10616.7652,0.6,9849.687,14020.0273,1054.9135500000002,-27201.0,5289.6516,12484.3497,30829.0,-28310.0,-11638.763,-10566.1672
31,52,83,891.929880000007,,,4397.7212,20412.2029,-12967.0,0.31,7771.8031,14232.1394,244.15239999999997,-28867.0,8086.6285,11719.3136,31925.0,-30816.0,-13988.9978,-9274.0056
31,53,84,5178.302879999999,,,2908.3258,21759.4318,-12264.0,0.09759999999999999,7306.0471,15093.0,529.5,-30374.0,8810.9878,14054.2989,32942.0,-30993.0,-13285.9978,-9840.0
